ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,Labelled energy consumption (kWh/year),New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Registration Number,Type,Width,Record ID,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Toshiba,10,No,Autosensing,China,595.0,845.0,TD-BP110GHAU(WS),TD-BP110GHAU,AS/NZS 2442.1:1996/Amdt 4:2006,169,8.032893307599242,8.0,Cotton Extra,334.0,"Australia,Fiji,New Zealand",Approved,166890,8.288,0.0,ACD0820,Condenser,675.0,166890,2030-02-06,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Toshiba,10,No,Autosensing,China,595.0,845.0,TD-BP110GHAU(MG),TD-BP110GHAU,AS/NZS 2442.1:1996/Amdt 4:2006,169,8.032893307599242,8.0,Cotton Extra,334.0,"Australia,Fiji,New Zealand",Approved,166890,8.288,0.0,ACD0820,Condenser,675.0,166890,2030-02-06,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Toshiba,10,No,Autosensing,China,595.0,845.0,TD-BP110GHAU,TD-BP110GHAU,AS/NZS 2442.1:1996/Amdt 4:2006,169,8.032893307599242,8.0,Cotton Extra,334.0,"Australia,Fiji,New Zealand",Approved,166890,8.288,0.0,ACD0820,Condenser,675.0,166890,2030-02-06,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,HISENSE,10,No,Autosensing,China,670.0,845.0,HDF8I10HB,,AS/NZS 2442.1:1996/Amdt 4:2006,108,10.788064592461685,10.0,‘Cotton + low + cupboard’,338.0,"Australia,New Zealand",Approved,167237,7.924,0.0,ACD0823,Condenser,595.0,167237,2030-02-23,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,8,No,Autosensing,China,-,-,HDHP80A1,,AS/NZS 2442.1:1996/Amdt 4:2006,134,8.087750693661917,8.0,"Cotton, Dry program",272.0,"Australia,Fiji,New Zealand",Approved,167455,6.279,0.0,ACD0827,Condenser,-,167455,2030-03-10,,Single product class,Available,,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,9,No,Autosensing,"South Korea,China",660.0,850.0,DXH9-09MB,DXH9-09,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton Eco, Efficiency, Cupboard",260.0,"Australia,New Zealand",Approved,167436,7.146,0.0,ACD0824,Condenser,600.0,167436,2030-02-24,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,9,No,Autosensing,"South Korea,China",660.0,850.0,DXH9-09W,DXH9-09,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton Eco, Efficiency, Cupboard",260.0,"Australia,New Zealand",Approved,167436,7.146,0.0,ACD0824,Condenser,600.0,167436,2030-02-24,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,9,No,Autosensing,"South Korea,China",660.0,850.0,DXH9-09,DXH9-09,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton Eco, Efficiency, Cupboard",260.0,"Australia,New Zealand",Approved,167436,7.146,0.0,ACD0824,Condenser,600.0,167436,2030-02-24,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,"South Korea,China",660.0,850.0,DXH9-10MB,DXH9-10,AS/NZS 2442.1:1996/Amdt 4:2006,144,9.017919580180395,9.0,"Cotton Eco, Efficiency, Cupboard",363.0,"Australia,New Zealand",Approved,167460,7.886,0.0,ACD0825,Condenser,600.0,167460,2030-02-24,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,"South Korea,China",660.0,850.0,DXH9-10W,DXH9-10,AS/NZS 2442.1:1996/Amdt 4:2006,144,9.017919580180395,9.0,"Cotton Eco, Efficiency, Cupboard",363.0,"Australia,New Zealand",Approved,167460,7.886,0.0,ACD0825,Condenser,600.0,167460,2030-02-24,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,LG,10,No,Autosensing,"South Korea,China",660.0,850.0,DXH9-10,DXH9-10,AS/NZS 2442.1:1996/Amdt 4:2006,144,9.017919580180395,9.0,"Cotton Eco, Efficiency, Cupboard",363.0,"Australia,New Zealand",Approved,167460,7.886,0.0,ACD0825,Condenser,600.0,167460,2030-02-24,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Solt,4.5,No,Timer,China,435.0,700.0,GGSVDE45W,GGSVDE45*,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.0220447146710088,2.0,Timer set to 200,200.0,"Australia,Fiji,New Zealand",Approved,167477,3.529,-,ACD0826,Vented,600.0,167477,2030-03-12,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Solt,4.5,No,Timer,China,435.0,700.0,GGSVDE45S,GGSVDE45*,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.0220447146710088,2.0,Timer set to 200,200.0,"Australia,Fiji,New Zealand",Approved,167477,3.529,-,ACD0826,Vented,600.0,167477,2030-03-12,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Solt,4.5,No,Timer,China,435.0,700.0,GGSVDE45C,GGSVDE45*,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.0220447146710088,2.0,Timer set to 200,200.0,"Australia,Fiji,New Zealand",Approved,167477,3.529,-,ACD0826,Vented,600.0,167477,2030-03-12,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Solt,4.5,No,Timer,China,435.0,700.0,GGSVDE45*,GGSVDE45*,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.0220447146710088,2.0,Timer set to 200,200.0,"Australia,Fiji,New Zealand",Approved,167477,3.529,-,ACD0826,Vented,600.0,167477,2030-03-12,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,WHIRLPOOL,4.5,Yes,Autosensing,China,-,-,WWPB8502IW,,AS/NZS 2442.1:2021 + A1 + A2,171,3.034268366094186,3.0,"Dry only +""A""",311.0,"Australia,Fiji,New Zealand",Approved,167514,-,65.827,ACD0829,Condenser,-,167514,2030-03-16,,Single product class,Available,http://www.whirlpool.com.au/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Omega,7,No,Autosensing,China,555.0,840.0,OVD7,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.0854683265103358,2.0,Extra/Cotton,211.0,"Australia,Fiji,New Zealand",Approved,167590,5.538,-,ACD0828,Vented,595.0,167590,2030-03-10,,Single product class,Available,,https://omegaappliances.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,8,No,Autosensing,"Czechia,Germany",643.0,850.0,TWC220 WP,"TWC220 WP, TWC340 WP, TEA325 WP",AS/NZS 2442.1:1996/Amdt 4:2006,112,9.191258630922064,9.0,Cottons Extra dry,231.0,"Australia,New Zealand",Approved,167615,6.278,0.0,ACD0832,Condenser,596.0,167615,2030-03-19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,8,No,Autosensing,"Czechia,Germany",643.0,850.0,TWC340 WP,"TWC220 WP, TWC340 WP, TEA325 WP",AS/NZS 2442.1:1996/Amdt 4:2006,112,9.191258630922064,9.0,Cottons Extra dry,231.0,"Australia,New Zealand",Approved,167615,6.278,0.0,ACD0832,Condenser,596.0,167615,2030-03-19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,8,No,Autosensing,"Czechia,Germany",643.0,850.0,TEA325 WP,"TWC220 WP, TWC340 WP, TEA325 WP",AS/NZS 2442.1:1996/Amdt 4:2006,112,9.191258630922064,9.0,Cottons Extra dry,231.0,"Australia,New Zealand",Approved,167615,6.278,0.0,ACD0832,Condenser,596.0,167615,2030-03-19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,8,No,Autosensing,"Czechia,Germany",643.0,850.0,"TWC220 WP, TWC340 WP, TEA325 WP","TWC220 WP, TWC340 WP, TEA325 WP",AS/NZS 2442.1:1996/Amdt 4:2006,112,9.191258630922064,9.0,Cottons Extra dry,231.0,"Australia,New Zealand",Approved,167615,6.278,0.0,ACD0832,Condenser,596.0,167615,2030-03-19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FUJIYAMA,5,No,Timer,China,-,-,FCD45201W,,AS/NZS 2442.1:1996/Amdt 4:2006,206,2.549688137713762,2.5,"Strong heat, Timer set to 200, used once per week",214.0,Australia,Approved,167818,3.889,-,ACD0831,Vented,-,167818,2030-03-17,,Single product class,Available,http://ctt-products.cn/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Stirling,8,No,Autosensing,China,685.0,850.0,SHPD800W,SHPD800 Series,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.042002309086076,8.0,Denim+ Dryness,281.66,"Australia,Fiji,New Zealand",Approved,168111,6.308,0.0,ACD0830,Condenser,595.0,168111,2030-03-17,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Stirling,8,No,Autosensing,China,685.0,850.0,SHPD800S,SHPD800 Series,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.042002309086076,8.0,Denim+ Dryness,281.66,"Australia,Fiji,New Zealand",Approved,168111,6.308,0.0,ACD0830,Condenser,595.0,168111,2030-03-17,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Stirling,8,No,Autosensing,China,685.0,850.0,SHPD800 Series,SHPD800 Series,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.042002309086076,8.0,Denim+ Dryness,281.66,"Australia,Fiji,New Zealand",Approved,168111,6.308,0.0,ACD0830,Condenser,595.0,168111,2030-03-17,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ELECTROLUX,8,No,Autosensing,Poland,-,-,EDH803CEWA,,AS/NZS 2442.1:1996/Amdt 4:2006,158,7.073990428410409,7.0,Cottons Extra Dry,224.0,"Australia,Fiji,New Zealand",Approved,168192,6.318,0.0,ACD0833,Condenser,-,168192,2030-04-21,,Single product class,Available,,http://www.electrolux.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,9,No,Autosensing,"Germany,Czechia",636.0,850.0,TQ1000 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,105,10.313106758751694,10.0,Cottons Extra dry,239.33,"Australia,New Zealand",Approved,168219,7.0627,0.0,ACD0834,Condenser,596.0,168219,2030-03-26,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Artusi,5,Yes,Autosensing,China,535.0,850.0,AWD850W,,AS/NZS 2442.1:1996/Amdt 4:2006,191,3.0148815830347666,3.0,"Auto Dry program, d-3,1400rpm",263.0,"Australia,Fiji,New Zealand",Approved,168500,4.02,48.394,ACD0845,Condenser,595.0,168500,2030-06-05,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Westinghouse,5.5,No,Autosensing,Thailand,-,-,WDV556HQWA,,AS/NZS 2442.1:1996/Amdt 4:2006,247,2.0192761524732896,2.0,"Cottons Dry,Extra",135.0,"Australia,Fiji,New Zealand",Approved,168503,4.457,-,ACD0835,Vented,-,168503,2030-09-28,,Single product class,Available,,http://www.westinghouse.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Westinghouse,6.5,No,Autosensing,Thailand,-,-,WDV656HQWA,,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.0173601850342933,2.0,Cottons Dry Extra,161.0,"Australia,Fiji,New Zealand",Approved,168697,5.205,-,ACD0838,Vented,-,168697,2030-10-06,,Single product class,Available,,http://www.westinghouse.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,AEG,8,No,Autosensing,Poland,-,-,T9DHA866C,,AS/NZS 2442.1:1996/Amdt 4:2006,123,8.614799726308089,8.0,Cottons Eco,287.0,"Australia,New Zealand",Approved,168698,6.52,0.0,ACD0837,Condenser,-,168698,2030-05-05,,Single product class,Available,,http://www.aeg.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,AEG,8,No,Autosensing,Poland,-,-,T8DHC846B,,AS/NZS 2442.1:1996/Amdt 4:2006,156,7.152375302202014,7.0,Cottons Eco,236.0,"Australia,Fiji,New Zealand",Approved,168699,6.406,0.0,ACD0836,Condenser,-,168699,2030-05-04,,Single product class,Available,,http://www.aeg.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,8,No,Autosensing,China,-,-,HDHPS80NW1,HDHPS80N Series,AS/NZS 2442.1:1996/Amdt 4:2006,127,8.417882781401607,8.0,"Mixed, Dryer level: Dry",242.0,"Australia,Fiji,New Zealand",Approved,168759,6.3749,0.0,ACD0842,Condenser,-,168759,2030-04-30,,Single product class,Available,,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,8,No,Autosensing,China,-,-,HDHPS80NB1,HDHPS80N Series,AS/NZS 2442.1:1996/Amdt 4:2006,127,8.417882781401607,8.0,"Mixed, Dryer level: Dry",242.0,"Australia,Fiji,New Zealand",Approved,168759,6.3749,0.0,ACD0842,Condenser,-,168759,2030-04-30,,Single product class,Available,,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,8,No,Autosensing,China,-,-,HDHPS80N Series,HDHPS80N Series,AS/NZS 2442.1:1996/Amdt 4:2006,127,8.417882781401607,8.0,"Mixed, Dryer level: Dry",242.0,"Australia,Fiji,New Zealand",Approved,168759,6.3749,0.0,ACD0842,Condenser,-,168759,2030-04-30,,Single product class,Available,,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,AEG,8,No,Autosensing,Poland,-,-,T6DHE831B,,AS/NZS 2442.1:1996/Amdt 4:2006,156,7.152375302202014,7.0,Cottons Extra Dry Eco,236.0,"Australia,Fiji,New Zealand",Approved,168834,6.406,0.0,ACD0839,Condenser,-,168834,2030-05-10,,Single product class,Available,,http://www.aeg.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,8,No,Autosensing,"Czechia,Germany",643.0,850.0,TWD 660 WP,TxD 660 WP,AS/NZS 2442.1:1996/Amdt 4:2006,110,9.302128826525493,9.0,Cottons Extra dry,227.0,"Australia,New Zealand",Approved,168980,6.306,0.0,ACD0841,Condenser,596.0,168980,2030-06-28,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,8,No,Autosensing,"Czechia,Germany",643.0,850.0,TCD 660 WP,TxD 660 WP,AS/NZS 2442.1:1996/Amdt 4:2006,110,9.302128826525493,9.0,Cottons Extra dry,227.0,"Australia,New Zealand",Approved,168980,6.306,0.0,ACD0841,Condenser,596.0,168980,2030-06-28,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,8,No,Autosensing,"Czechia,Germany",643.0,850.0,TxD 660 WP,TxD 660 WP,AS/NZS 2442.1:1996/Amdt 4:2006,110,9.302128826525493,9.0,Cottons Extra dry,227.0,"Australia,New Zealand",Approved,168980,6.306,0.0,ACD0841,Condenser,596.0,168980,2030-06-28,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,9,No,Autosensing,China,-,-,HDHP90NW1,HDHP90N Series,AS/NZS 2442.1:1996/Amdt 4:2006,126,9.191258630922064,9.0,"Mixed, Dryer level: Dry",277.0,"Australia,Fiji,New Zealand",Approved,169056,7.184,0.0,ACD0840,Condenser,-,169056,2030-04-27,,Single product class,Available,,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,9,No,Autosensing,China,-,-,HDHP90NB1,HDHP90N Series,AS/NZS 2442.1:1996/Amdt 4:2006,126,9.191258630922064,9.0,"Mixed, Dryer level: Dry",277.0,"Australia,Fiji,New Zealand",Approved,169056,7.184,0.0,ACD0840,Condenser,-,169056,2030-04-27,,Single product class,Available,,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,9,No,Autosensing,China,-,-,HDHP90N Series,HDHP90N Series,AS/NZS 2442.1:1996/Amdt 4:2006,126,9.191258630922064,9.0,"Mixed, Dryer level: Dry",277.0,"Australia,Fiji,New Zealand",Approved,169056,7.184,0.0,ACD0840,Condenser,-,169056,2030-04-27,,Single product class,Available,,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,10,No,Autosensing,China,-,-,HDHP10DW1,HDHP10D Series,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Mixed, Dry Level: Dry",319.0,"Australia,Fiji,New Zealand",Approved,169353,7.8226,0.0,ACD0843,Condenser,-,169353,2030-05-18,,Single product class,Available,http://www.haier.com/,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,10,No,Autosensing,China,-,-,HDHP10DB1,HDHP10D Series,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Mixed, Dry Level: Dry",319.0,"Australia,Fiji,New Zealand",Approved,169353,7.8226,0.0,ACD0843,Condenser,-,169353,2030-05-18,,Single product class,Available,http://www.haier.com/,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Haier,10,No,Autosensing,China,-,-,HDHP10D Series,HDHP10D Series,AS/NZS 2442.1:1996/Amdt 4:2006,122,10.038060774532859,10.0,"Mixed, Dry Level: Dry",319.0,"Australia,Fiji,New Zealand",Approved,169353,7.8226,0.0,ACD0843,Condenser,-,169353,2030-05-18,,Single product class,Available,http://www.haier.com/,http://www.haier.com/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
