ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,Labelled energy consumption (kWh/year),New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Registration Number,Type,Width,Record ID,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SHOME I SEIKI,8,No,Autosensing,China,595.0,845.0,SC-800AU8HP,,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,cotton extra,277.0,"Australia,Fiji,New Zealand",Approved,169959,8.0,0.0,ACD0850,Condenser,600.0,169959,2030-06-17,,Single product class,Available,http://www.ayonz.com/,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,8,No,Autosensing,China,-,-,DV80TA420DE,DV80T5420AW,AS/NZS 2442.1:1996/Amdt 4:2006,115,9.028611380230458,9.0,"Cotton, Dry Level 3",234.0,"Australia,Fiji,New Zealand",Approved,169989,6.329,0.0,ACD0852,Condenser,-,169989,2030-08-18,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,8,No,Autosensing,China,-,-,DV80T5420AB,DV80T5420AW,AS/NZS 2442.1:1996/Amdt 4:2006,115,9.028611380230458,9.0,"Cotton, Dry Level 3",234.0,"Australia,Fiji,New Zealand",Approved,169989,6.329,0.0,ACD0852,Condenser,-,169989,2030-08-18,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,8,No,Autosensing,China,-,-,DV80T6420LE,DV80T5420AW,AS/NZS 2442.1:1996/Amdt 4:2006,115,9.028611380230458,9.0,"Cotton, Dry Level 3",234.0,"Australia,Fiji,New Zealand",Approved,169989,6.329,0.0,ACD0852,Condenser,-,169989,2030-08-18,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,8,No,Autosensing,China,-,-,DV80T5420AW,DV80T5420AW,AS/NZS 2442.1:1996/Amdt 4:2006,115,9.028611380230458,9.0,"Cotton, Dry Level 3",234.0,"Australia,Fiji,New Zealand",Approved,169989,6.329,0.0,ACD0852,Condenser,-,169989,2030-08-18,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,8,No,Autosensing,China,-,-,DV80T6420LH,DV80T5420AW,AS/NZS 2442.1:1996/Amdt 4:2006,115,9.028611380230458,9.0,"Cotton, Dry Level 3",234.0,"Australia,Fiji,New Zealand",Approved,169989,6.329,0.0,ACD0852,Condenser,-,169989,2030-08-18,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90T6440LB,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV91T6440LE,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90BB7440GW,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90BB9440GE,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90BB9440GH,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90BB9440GB,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90T8440SX,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90T6440LE,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90T8440SB,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90T7440BT,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90T8440SH,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90T7440BH,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,9,No,Autosensing,China,-,-,DV90DGC4A0AE,DV90T8440SH,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472435966747,9.0,"Cotton, Dry Level 3",261.0,"Australia,Fiji,New Zealand",Approved,169990,7.142,0.0,ACD0851,Condenser,-,169990,2030-08-13,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Hafele,8,No,Autosensing,China,595.0,845.0,HZHPD80W,,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,6.0,cotton extra,274.33,"Australia,Fiji,New Zealand",Approved,169995,6.627,0.0,ACD0856,Condenser,600.0,169995,2030-07-02,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Solt,7,No,Autosensing,China,555.0,840.0,GGSVD7,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.0854683265103358,2.0,Extra/Cotton,211.0,"Australia,Fiji,New Zealand",Approved,169997,5.538,-,ACD0844,Vented,595.0,169997,2030-09-06,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,8,No,Autosensing,"Germany,Czechia",-,-,PDR908HP P,,AS/NZS 2442.1:2021 + A1 + A2,149,7.434863634151716,7.0,Cottons Normal plus,157.0,"Australia,New Zealand",Approved,170024,-,N/A,ACD0846,Condenser,-,170024,2030-06-05,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,4,Yes,Autosensing,"Germany,Czechia,Poland",637.0,850.0,WTD 161 WCS,,AS/NZS 2442.1:1996/Amdt 4:2006,126,4.201500091887191,4.0,Drying ECO 40-60 Normal,149.0,"Australia,New Zealand",Approved,170217,3.1976,21.0,ACD0848,Condenser,596.0,170217,2030-06-16,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,5,Yes,Autosensing,"Germany,Czechia,Poland",714.0,850.0,WTW 871 WPM,,AS/NZS 2442.1:1996/Amdt 4:2006,146,4.66802320271281,4.5,Drying ECO 40-60 Normal,174.0,"Australia,New Zealand",Approved,170223,3.9893,25.0,ACD0849,Condenser,596.0,170223,2030-06-16,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,10,No,Autosensing,China,-,-,KAMHTDRY1NA,KAMHTDRY1N*,AS/NZS 2442.1:1996/Amdt 4:2006,169,8.032893307599242,8.0,Cotton extra,350.0,"Australia,Fiji,New Zealand",Approved,170226,8.006,0.0,ACD0853,Condenser,-,170226,2030-06-22,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,10,No,Autosensing,China,-,-,KAMHTDRY1NB,KAMHTDRY1N*,AS/NZS 2442.1:1996/Amdt 4:2006,169,8.032893307599242,8.0,Cotton extra,350.0,"Australia,Fiji,New Zealand",Approved,170226,8.006,0.0,ACD0853,Condenser,-,170226,2030-06-22,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,10,No,Autosensing,China,-,-,KAMHTDRY1NC,KAMHTDRY1N*,AS/NZS 2442.1:1996/Amdt 4:2006,169,8.032893307599242,8.0,Cotton extra,350.0,"Australia,Fiji,New Zealand",Approved,170226,8.006,0.0,ACD0853,Condenser,-,170226,2030-06-22,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,10,No,Autosensing,China,-,-,KAMHTDRY1ND,KAMHTDRY1N*,AS/NZS 2442.1:1996/Amdt 4:2006,169,8.032893307599242,8.0,Cotton extra,350.0,"Australia,Fiji,New Zealand",Approved,170226,8.006,0.0,ACD0853,Condenser,-,170226,2030-06-22,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,10,No,Autosensing,China,-,-,KAMHTDRY1N*,KAMHTDRY1N*,AS/NZS 2442.1:1996/Amdt 4:2006,169,8.032893307599242,8.0,Cotton extra,350.0,"Australia,Fiji,New Zealand",Approved,170226,8.006,0.0,ACD0853,Condenser,-,170226,2030-06-22,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,4,Yes,Autosensing,"Germany,Czechia,Poland",637.0,850.0,WTR 871 WPM,,AS/NZS 2442.1:1996/Amdt 4:2006,118,4.605128658039613,4.5,Drying ECO 40-60 Normal,143.0,"Australia,New Zealand",Approved,170258,3.185,21.0,ACD0847,Condenser,596.0,170258,2030-06-16,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Electrolux,7,No,Autosensing,Thailand,625.0,850.0,EDV705H3WC,UC3,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,Eco Cottons,194.0,"Australia,New Zealand",Approved,163556,5.599,0.0,ACD0789,Condenser,600.0,163556,2029-07-25,,Single product class,Available,,https://www.electrolux.com.au/?gclid=EAIaIQobChMI_rjlxbGc6gIVWgwrCh0efw7nEAAYASAAEgLM0PD_BwE&gclsrc=aw.ds,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Electrolux,7,No,Autosensing,Thailand,625.0,850.0,EDV705N3SC,UC3,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,Eco Cottons,194.0,"Australia,New Zealand",Approved,163556,5.599,0.0,ACD0789,Condenser,600.0,163556,2029-07-25,,Single product class,Available,,https://www.electrolux.com.au/?gclid=EAIaIQobChMI_rjlxbGc6gIVWgwrCh0efw7nEAAYASAAEgLM0PD_BwE&gclsrc=aw.ds,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Electrolux,7,No,Autosensing,Thailand,625.0,850.0,UC3,UC3,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,Eco Cottons,194.0,"Australia,New Zealand",Approved,163556,5.599,0.0,ACD0789,Condenser,600.0,163556,2029-07-25,,Single product class,Available,,https://www.electrolux.com.au/?gclid=EAIaIQobChMI_rjlxbGc6gIVWgwrCh0efw7nEAAYASAAEgLM0PD_BwE&gclsrc=aw.ds,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Kogan,9,No,Autosensing,China,-,-,KAMHTDRY9NA,KAMHTDRY9N*,AS/NZS 2442.1:1996/Amdt 4:2006,152,8.03694008800201,8.0,Cotton extra,350.0,"Australia,Fiji,New Zealand",Approved,170382,7.243,0.0,ACD0854,Condenser,-,170382,2030-06-22,,Single product class,Available,,http://www.kogan.com/au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
